ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Medal,NOC,region
74953,"Mara Mercedes Mechi"""" Margalot""""",F,29,159,52,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Bronze,ARG,Argentina
74953,"Mara Mercedes Mechi"""" Margalot""""",F,33,159,52,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Bronze,ARG,Argentina
74955,Elena Mrgrit-Niculecu (-Dobrovolschi  -Fodor),F,20,162,61,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Gymnastics,Bronze,ROU,Romania
74955,Elena Mrgrit-Niculecu (-Dobrovolschi  -Fodor),F,23,162,61,Romania,ROU,1960 Summer,1960,Summer,Roma,Gymnastics,Bronze,ROU,Romania
74963,Nelson Emery Margetts,M,40,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Polo,Bronze,USA,USA
74981,Jean Alphonse Margraff,M,44,172,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,Silver,FRA,France
74992,"Marianne Mari"""" Steinbrecher""""",F,24,188,70,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Gold,BRA,Brazil
75007,Felice Mariani,M,22,160,60,Italy,ITA,1976 Summer,1976,Summer,Montreal,Judo,Bronze,ITA,Italy
75009,Orazio Mariani,M,21,179,76,Italy,ITA,1936 Summer,1936,Summer,Berlin,Athletics,Silver,ITA,Italy
75010,Arthur Nory Oyakawa Mariano,M,22,169,65,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Bronze,BRA,Brazil
75027,Bruno Marie-Rose,M,23,193,83,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Bronze,FRA,France
75029,Hanna Emilie Marin,F,26,169,65,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Silver,BEL,Belgium
75041,Humberto Mariles Corts,M,35,NA,NA,Mexico,MEX,1948 Summer,1948,Summer,London,Equestrianism,Gold,MEX,Mexico
75041,Humberto Mariles Corts,M,35,NA,NA,Mexico,MEX,1948 Summer,1948,Summer,London,Equestrianism,Gold,MEX,Mexico
75041,Humberto Mariles Corts,M,35,NA,NA,Mexico,MEX,1948 Summer,1948,Summer,London,Equestrianism,Bronze,MEX,Mexico
75045,Carolina Mara Marn Marn,F,23,172,65,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Gold,ESP,Spain
75046,"Corneliu Cornel"""" Marin""""",M,23,177,80,Romania,ROU,1976 Summer,1976,Summer,Montreal,Fencing,Bronze,ROU,Romania
75046,"Corneliu Cornel"""" Marin""""",M,31,177,80,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Fencing,Bronze,ROU,Romania
75047,Dan Marin,M,23,185,81,Romania,ROU,1972 Summer,1972,Summer,Munich,Handball,Bronze,ROU,Romania
75049,Claudiu Gabriel Marin,M,19,NA,NA,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Silver,ROU,Romania
75056,Marco Marin,M,21,180,71,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,Silver,ITA,Italy
75056,Marco Marin,M,21,180,71,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,Gold,ITA,Italy
75056,Marco Marin,M,25,180,71,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,Bronze,ITA,Italy
75056,Marco Marin,M,29,180,71,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,Silver,ITA,Italy
75072,Alexandra Marinescu,F,15,146,40,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Bronze,ROU,Romania
75076,Tecla Marinescu-Borcnea (Afanasie-),F,24,175,67,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Canoeing,Gold,ROU,Romania
75082,Fiorenzo Marini,M,34,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,Silver,ITA,Italy
75082,Fiorenzo Marini,M,46,NA,NA,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,Gold,ITA,Italy
75102,Martin Georgiev Marinov,M,20,178,88,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,Bronze,BUL,Bulgaria
75102,Martin Georgiev Marinov,M,24,178,88,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,Bronze,BUL,Bulgaria
75103,Sevdalin Iliyanov Marinov,M,20,152,59,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Weightlifting,Gold,BUL,Bulgaria
75107,Tereza Moncheva Marinova,F,23,173,56,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Gold,BUL,Bulgaria
75109,Zornitsa Marinova,F,17,170,52,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Bronze,BUL,Bulgaria
75117,Charles Lonce Pierre Marion,M,41,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Equestrianism,Silver,FRA,France
75117,Charles Lonce Pierre Marion,M,45,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,Silver,FRA,France
75117,Charles Lonce Pierre Marion,M,45,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,Gold,FRA,France
75121,Shawn Dwayne Marion,M,26,200,97,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Bronze,USA,USA
75136,Gnter Maritschnigg,M,26,172,74,Germany,GER,1960 Summer,1960,Summer,Roma,Wrestling,Silver,GER,Germany
75148,Poul Srensen Mark,M,22,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Silver,DEN,Denmark
75149,Russell Andrew Mark,M,32,183,85,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Gold,AUS,Australia
75149,Russell Andrew Mark,M,36,183,85,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Silver,AUS,Australia
75152,Boris Nikitich Markarov,M,21,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Bronze,URS,Russia
75154,Vladimir Nikolayevich Markelov,M,18,167,58,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Silver,URS,Russia
75154,Vladimir Nikolayevich Markelov,M,22,167,58,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gold,URS,Russia
75161,Piotr Markiewicz,M,22,184,80,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,Bronze,POL,Poland
75163,Viktor Fyodorovich Markin,M,23,183,73,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Gold,URS,Russia
75163,Viktor Fyodorovich Markin,M,23,183,73,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Gold,URS,Russia
75165,Matti Markkanen,M,20,NA,NA,Finland,FIN,1908 Summer,1908,Summer,London,Gymnastics,Bronze,FIN,Finland
75167,Vin Johannes Markkanen,M,35,170,68,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Shooting,Gold,FIN,Finland
75171,Jadwiga Marko-Ksiek,F,25,178,68,Poland,POL,1964 Summer,1964,Summer,Tokyo,Volleyball,Bronze,POL,Poland
75171,Jadwiga Marko-Ksiek,F,29,178,68,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Bronze,POL,Poland
75178,Aleksey Mikhaylovich Markov,M,17,181,81,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Cycling,Silver,RUS,Russia
75178,Aleksey Mikhaylovich Markov,M,21,181,81,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Bronze,RUS,Russia
75178,Aleksey Mikhaylovich Markov,M,29,181,81,Russia,RUS,2008 Summer,2008,Summer,Beijing,Cycling,Bronze,RUS,Russia
75185,Georgi Markov,M,22,169,69,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Weightlifting,Silver,BUL,Bulgaria
75186,Georgi Markov,M,26,166,62,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,Gold,BUL,Bulgaria
75187,Ilya Vladislavovich Markov,M,24,174,64,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Silver,RUS,Russia
75189,Khristo Ganchev Markov,M,23,185,76,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Gold,BUL,Bulgaria
75202,Stefan Markovi,M,28,199,96,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Silver,SRB,Serbia
75207,Klmn Markovits de Spizza et Kisterpest,M,20,178,71,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Water Polo,Gold,HUN,Hungary
75207,Klmn Markovits de Spizza et Kisterpest,M,25,178,71,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Water Polo,Gold,HUN,Hungary
75207,Klmn Markovits de Spizza et Kisterpest,M,28,178,71,Hungary,HUN,1960 Summer,1960,Summer,Roma,Water Polo,Bronze,HUN,Hungary
75212,Aleksey Viktorovich Markovsky,M,23,188,83,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Silver,URS,Russia
75226,Erzsbet Mrkus-Peresztegi,F,31,167,69,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Weightlifting,Silver,HUN,Hungary
75227,Halyna Petrivna Markushevska,F,28,192,85,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Bronze,UKR,Ukraine
75230,Niels Peter Markussen,M,34,177,68,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Sailing,Silver,DEN,Denmark
75237,Robert Davies Marland,M,28,195,94,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Gold,CAN,Canada
75242,"Christian F. Chris"""" Marlowe""""",M,32,190,86,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Gold,USA,USA
75254,Zoran Maroevi,M,26,204,95,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Basketball,Silver,YUG,Serbia
75262,McKayla Rose Maroney,F,16,160,46,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gold,USA,USA
75262,McKayla Rose Maroney,F,16,160,46,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Silver,USA,USA
75265,"Magdolna Magda"""" Maros""""",F,24,170,56,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Fencing,Bronze,HUN,Hungary
75265,"Magdolna Magda"""" Maros""""",F,28,170,56,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,Silver,HUN,Hungary
75265,"Magdolna Magda"""" Maros""""",F,28,170,56,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,Bronze,HUN,Hungary
75266,dm Marosi,M,27,181,75,Hungary,HUN,2012 Summer,2012,Summer,London,Modern Pentathlon,Bronze,HUN,Hungary
75269,Jzsef Marosi,M,22,180,85,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Fencing,Bronze,HUN,Hungary
75269,Jzsef Marosi,M,22,180,85,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Fencing,Silver,HUN,Hungary
75271,Paula Marosi (-Fldessy),F,27,170,63,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,Gold,HUN,Hungary
75271,Paula Marosi (-Fldessy),F,31,170,63,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Fencing,Silver,HUN,Hungary
75274,Pter Mart,M,27,183,84,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,Silver,HUN,Hungary
75274,Pter Mart,M,27,183,84,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,Bronze,HUN,Hungary
75285,Helen Louise Maroulis,F,24,163,57,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Gold,USA,USA
75286,Antonio Marovelli,M,23,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold,ITA,Italy
75290,Uro Marovi,M,22,196,94,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Water Polo,Gold,YUG,Serbia
75293,Dzsenifer Marozsn,F,24,171,68,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Gold,GER,Germany
75295,Darcy Marquardt,F,33,182,72,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Silver,CAN,Canada
75297,Armando da Silva Marques,M,39,162,66,Portugal,POR,1976 Summer,1976,Summer,Montreal,Shooting,Silver,POR,Portugal
75309,Wlamir Marques,M,23,185,80,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Bronze,BRA,Brazil
75309,Wlamir Marques,M,27,185,80,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Basketball,Bronze,BRA,Brazil
75310,Yane Mrcia Campos da Fonseca Marques,F,28,166,55,Brazil,BRA,2012 Summer,2012,Summer,London,Modern Pentathlon,Bronze,BRA,Brazil
75337,"Marcos Marquinhos"""" Aos Corra""""",M,22,185,75,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Gold,BRA,Brazil
75339,Gail Annette Marquis,F,21,182,75,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Silver,USA,USA
75348,Andrea Marrazzi,M,32,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,Gold,ITA,Italy
75358,Gareth John Marriott,M,22,185,73,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Canoeing,Silver,GBR,UK
75366,"Davit Dato"""" Marsagishvili""""",M,21,186,84,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,Bronze,GEO,Georgia
75376,Karen Elizabeth Marsden,F,33,176,68,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Gold,AUS,Australia
75384,"Edward Ed"""" Marsh""""",M,26,NA,NA,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Gold,USA,USA
75388,"Michael Lawrence Mike"""" Marsh""""",M,24,178,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Gold,USA,USA
75388,"Michael Lawrence Mike"""" Marsh""""",M,24,178,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Gold,USA,USA
75388,"Michael Lawrence Mike"""" Marsh""""",M,28,178,75,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Silver,USA,USA
75395,Barbara Ann Marshall,F,14,175,59,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Gold,USA,USA
75404,Christine Irene Marshall,F,21,165,66,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Bronze,USA,USA
75412,John Knox Marshall,M,30,183,89,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Bronze,USA,USA
75414,John Birnie Marshall,M,18,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Bronze,AUS,Australia
75414,John Birnie Marshall,M,18,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Silver,AUS,Australia
75417,Leonel Marshall Steward  Sr.,M,21,180,80,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze,CUB,Cuba
75425,Paul Julian Marshall,M,19,182,75,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Bronze,GBR,UK
75437,Sante Marsili,M,25,181,82,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Silver,ITA,Italy
75442,Margot Marsman (-de Jong),F,16,NA,NA,Netherlands,NED,1948 Summer,1948,Summer,London,Swimming,Bronze,NED,Netherlands
75445,Alberto Marson,M,23,NA,NA,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Bronze,BRA,Brazil
75446,"Louis Glenn Lou"""" Marson""""",M,22,185,92,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Bronze,USA,USA
75448,Gran Simon Marstrm,M,37,180,74,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Sailing,Bronze,SWE,Sweden
75451,Marta Vieira da Silva,F,18,162,58,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Silver,BRA,Brazil
75451,Marta Vieira da Silva,F,22,162,58,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Silver,BRA,Brazil
75459,mile Martel,M,22,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Bronze,FRA,France
75468,Adrienne Elizabeth  Martelli,F,24,186,77,United States,USA,2012 Summer,2012,Summer,London,Rowing,Bronze,USA,USA
75471,Maritza Martn Garca,F,28,180,80,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Gold,CUB,Cuba
75474,Eckhard Martens,M,21,191,94,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Silver,GDR,Germany
75479,Ulla Agneta Linna Mrtensson (-Baron),F,18,173,61,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Silver,SWE,Sweden
75480,Anders Mrtensson,M,27,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,Bronze,SWE,Sweden
75481,Folke Frithiof Martens Mrtensson,M,23,NA,70,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,Gold,SWE,Sweden
75490,George Eric McCarthy Marthins,M,22,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Gold,IND,India
75508,Michal Martikn,M,17,170,73,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Canoeing,Gold,SVK,Slovakia
75508,Michal Martikn,M,21,170,73,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,Silver,SVK,Slovakia
75508,Michal Martikn,M,25,170,73,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,Silver,SVK,Slovakia
75508,Michal Martikn,M,29,170,73,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Canoeing,Gold,SVK,Slovakia
75508,Michal Martikn,M,33,170,73,Slovakia,SVK,2012 Summer,2012,Summer,London,Canoeing,Bronze,SVK,Slovakia
75537,"Robert Doud Bob"""" Martin""""",M,23,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Rowing,Gold,USA,USA
75543,Camilla Martin (-Nygaard),F,26,174,59,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Badminton,Silver,DEN,Denmark
75544,Carmen Dolores Martn Berenguer,F,24,172,72,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Bronze,ESP,Spain
75547,Claude Auguste Louis Martin,M,29,190,84,France,FRA,1960 Summer,1960,Summer,Roma,Rowing,Silver,FRA,France
75551,Damir Martin,M,24,189,97,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Silver,CRO,Croatia
75551,Damir Martin,M,28,189,97,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Silver,CRO,Croatia
75556,"Donald Don"""" Martin""""",M,28,179,76,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Silver,AUS,Australia
75566,Fernando Martn Espina,M,22,204,102,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Silver,ESP,Spain
75568,Frank Hugo Martin,M,34,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,Gold,SWE,Sweden
75585,John Elsden Martin,M,39,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,Silver,GBR,UK
75590,LaVonna Ann Martin (-Floral),F,25,170,66,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Silver,USA,USA
75593,Leonard Jack Martin,M,34,NA,NA,Lalage,GBR,1936 Summer,1936,Summer,Berlin,Sailing,Gold,GBR,UK
75596,Louis George Martin,M,23,175,90,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Weightlifting,Bronze,GBR,UK
75596,Louis George Martin,M,27,175,90,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Weightlifting,Silver,GBR,UK
75608,Mikls Martin,M,21,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Water Polo,Gold,HUN,Hungary
75609,"Emile Albert David Milo"""" Martin""""",M,35,NA,NA,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Art Competitions,Silver,SUI,Switzerland
75619,Paul-Ren Martin,M,22,175,63,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Silver,SUI,Switzerland
75624,Rzvan Constantin Martin,M,20,158,69,Romania,ROU,2012 Summer,2012,Summer,London,Weightlifting,Bronze,ROU,Romania
75626,Reginald George Warren Martin,M,20,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Silver,GBR,UK
75633,Roxbert Martin,M,26,178,66,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Bronze,JAM,Jamaica
75635,"Stephen Alexander Sam"""" Martin""""",M,25,182,76,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Bronze,GBR,UK
75635,"Stephen Alexander Sam"""" Martin""""",M,29,182,76,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Gold,GBR,UK
75641,Tony Martin,M,27,186,75,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Silver,GER,Germany
75646,Walden Charles Martin,M,20,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Cycling,Bronze,USA,USA
75649,William Brittain Martin,M,41,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Shooting,Gold,USA,USA
75656,Lisa Frances Martin-Ondieki (-O'Dea),F,28,168,47,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Silver,AUS,Australia
75665,Sydney Martineau,M,49,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Fencing,Silver,GBR,UK
75668,Jnos Martinek,M,23,175,69,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Gold,HUN,Hungary
75668,Jnos Martinek,M,23,175,69,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Gold,HUN,Hungary
75668,Jnos Martinek,M,31,175,69,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Modern Pentathlon,Bronze,HUN,Hungary
75671,Giuseppe Martinelli,M,21,174,74,Italy,ITA,1976 Summer,1976,Summer,Montreal,Cycling,Silver,ITA,Italy
75674,Silvio Martinello,M,33,177,71,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,Gold,ITA,Italy
75674,Silvio Martinello,M,37,177,71,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,Bronze,ITA,Italy
75676,Nicolae Martinescu,M,28,183,100,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Wrestling,Bronze,ROU,Romania
75676,Nicolae Martinescu,M,32,183,100,Romania,ROU,1972 Summer,1972,Summer,Munich,Wrestling,Gold,ROU,Romania
75694,Armando Martnez Limendu,M,18,180,71,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Gold,CUB,Cuba
75706,Conchita Martnez Bernat,F,20,170,59,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Tennis,Silver,ESP,Spain
75706,Conchita Martnez Bernat,F,24,170,59,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Tennis,Bronze,ESP,Spain
75706,Conchita Martnez Bernat,F,32,170,59,Spain-2,ESP,2004 Summer,2004,Summer,Athina,Tennis,Silver,ESP,Spain
75714,Eduardo Esteban Martnez,M,26,191,87,Argentina,ARG,1988 Summer,1988,Summer,Seoul,Volleyball,Bronze,ARG,Argentina
75717,Emilio Damin Martnez Martnez,M,23,177,78,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Silver,PAR,Paraguay
75719,Ernesto Martnez Hernndez,M,24,177,76,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze,CUB,Cuba
75720,Estbaliz Martnez Yerro,F,16,164,42,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Gold,ESP,Spain
75727,Francisco Martnez Cordero,M,26,NA,NA,Mexico,MEX,1936 Summer,1936,Summer,Berlin,Basketball,Bronze,MEX,Mexico
75740,Iker Martnez de Lizarduy Lizarribar,M,27,173,70,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Gold,ESP,Spain
75740,Iker Martnez de Lizarduy Lizarribar,M,31,173,70,Spain,ESP,2008 Summer,2008,Summer,Beijing,Sailing,Silver,ESP,Spain
75752,"James Michael Jim"""" Martinez""""",M,25,167,71,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,Bronze,USA,USA
75753,Joan Lino Martnez Armenteros,M,26,176,69,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Bronze,ESP,Spain
75754,Jonder Martnez Martnez,M,26,187,75,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Gold,CUB,Cuba
75754,Jonder Martnez Martnez,M,30,187,75,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Silver,CUB,Cuba
75783,Lzaro Martnez Despaigne,M,29,183,77,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Silver,CUB,Cuba
75789,Lorenzo Martnez Cordero,M,24,181,77,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze,CUB,Cuba
75798,Luis Felipe Martnez Snchez,M,21,185,74,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Boxing,Bronze,CUB,Cuba
75800,Manuel Martnez Gutirrez,M,29,185,132,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Bronze,ESP,Spain
75806,"Mara Isabel Maribel"""" Martnez de Murgua Embara""""",F,24,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Gold,ESP,Spain
75807,Mario Alvarez Martinez,M,27,188,135.5,United States,USA,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Silver,USA,USA
75811,Mayvelis A. Martnez Aldm,F,27,178,78,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Bronze,CUB,Cuba
75814,Miguel Martinez,M,20,164,50,France,FRA,1996 Summer,1996,Summer,Atlanta,Cycling,Bronze,FRA,France
75814,Miguel Martinez,M,24,164,50,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Gold,FRA,France
75820,Orlando Martnez Romero,M,27,167,54,Cuba,CUB,1972 Summer,1972,Summer,Munich,Boxing,Gold,CUB,Cuba
75850,Yurberjen Herney Martnez Rivas,M,24,165,49,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Silver,COL,Colombia
75865,Johan Reidar Martiniuson,M,26,NA,NA,Sildra-1,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Gold,NOR,Norway
75868,Francesco Martino,M,23,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gold,ITA,Italy
75868,Francesco Martino,M,23,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gold,ITA,Italy
75877,"Branislav Branko"""" Martinovi""""",M,22,169,67,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Wrestling,Silver,YUG,Serbia
75877,"Branislav Branko"""" Martinovi""""",M,26,169,67,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Wrestling,Bronze,YUG,Serbia
75879,Glafira Sergeyevna Martinovich,F,19,176,58,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Bronze,BLR,Belarus
75895,Hlder Henrique de Souza Martins,M,22,NA,NA,Portugal,POR,1924 Summer,1924,Summer,Paris,Equestrianism,Bronze,POR,Portugal
75911,Alf Werner Martinsen,M,24,NA,NA,Norway,NOR,1936 Summer,1936,Summer,Berlin,Football,Bronze,NOR,Norway
75914,Petter (Peter-) Marentius Martinsen,M,24,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gold,NOR,Norway
