ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Medal,NOC,region
43028,Boris Dmitriyevich Grishin,M,26,191,90,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Bronze,URS,Russia
43028,Boris Dmitriyevich Grishin,M,30,191,90,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Water Polo,Silver,URS,Russia
43029,Yevgeny Borisovich Grishin,M,20,189,93,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Gold,URS,Russia
43029,Yevgeny Borisovich Grishin,M,28,189,93,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Bronze,URS,Russia
43031,Anastasiya Nikolayevna Grishina,F,16,146,37,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Silver,RUS,Russia
43032,Oksana Yuryevna Grishina,F,31,160,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Silver,RUS,Russia
43037,Mindaugas Grikonis,M,30,190,92,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Silver,LTU,Lithuania
43038,Eugne Franois Grisot,M,41,NA,NA,France,FRA,1908 Summer,1908,Summer,London,Archery,Gold,FRA,France
43038,Eugne Franois Grisot,M,53,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,Bronze,FRA,France
43038,Eugne Franois Grisot,M,53,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,Silver,FRA,France
43038,Eugne Franois Grisot,M,53,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,Silver,FRA,France
43042,Eduard Vyacheslavovich Gritsun,M,20,179,72,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Cycling,Silver,RUS,Russia
43046,Igor Anatolyevich Grivennikov,M,20,198,90,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Silver,URS,Russia
43046,Igor Anatolyevich Grivennikov,M,20,198,90,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Bronze,URS,Russia
43052,Vasile Groap,M,29,175,100,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Silver,ROU,Romania
43054,Jakob Grob,M,29,191,85,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Rowing,Bronze,SUI,Switzerland
43061,Wilfried Grbner,M,26,182,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Gold,GDR,Germany
43062,Patrick Groc,M,23,183,78,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,Bronze,FRA,France
43065,Hans Grodotzki,M,24,175,65,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Silver,GER,Germany
43065,Hans Grodotzki,M,24,175,65,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Silver,GER,Germany
43079,Zdenk Groessl,M,27,189,89,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Bronze,TCH,Czech Republic
43080,dn Grf,M,21,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Bronze,HUN,Hungary
43091,Tim Grohmann,M,23,194,98,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Gold,GER,Germany
43095,"Hindrik Harmannus Arnoldus Henk"""" Grol""""",M,23,190,100,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Judo,Bronze,NED,Netherlands
43095,"Hindrik Harmannus Arnoldus Henk"""" Grol""""",M,27,190,100,Netherlands,NED,2012 Summer,2012,Summer,London,Judo,Bronze,NED,Netherlands
43098,Herman Charles Groman,M,21,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Bronze,USA,USA
43101,Lyudmila Pavlovna Gromova,F,21,157,52,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gold,URS,Russia
43102,Mariya Igorevna Gromova,F,20,172,61,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Gold,RUS,Russia
43102,Mariya Igorevna Gromova,F,24,172,61,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Gold,RUS,Russia
43102,Mariya Igorevna Gromova,F,28,172,61,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Gold,RUS,Russia
43104,Rolf Axel Einar Grnberg,M,30,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,Gold,SWE,Sweden
43104,Rolf Axel Einar Grnberg,M,34,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,Gold,SWE,Sweden
43105,Andreas Gustaf Grnberger,M,23,NA,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Tug-Of-War,Bronze,SWE,Sweden
43109,Kelpo Olavi Grndahl,M,28,NA,NA,Finland,FIN,1948 Summer,1948,Summer,London,Wrestling,Silver,FIN,Finland
43109,Kelpo Olavi Grndahl,M,32,NA,NA,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,Gold,FIN,Finland
43110,Robert Grondelaers,M,19,NA,NA,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Cycling,Silver,BEL,Belgium
43110,Robert Grondelaers,M,19,NA,NA,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Cycling,Gold,BEL,Belgium
43111,Bernd Grne,M,25,196,85,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Cycling,Silver,FRG,Germany
43120,Peter Grning,M,21,170,65,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,Silver,GER,Germany
43124,Jouni Johannes Grnman,M,22,160,67.5,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Bronze,FIN,Finland
43126,Andrzej Jerzy Gronowicz,M,25,176,75,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,Silver,POL,Poland
43134,"Bernardus Ber"""" Groosjohan""""",M,22,NA,NA,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Football,Bronze,NED,Netherlands
43136,Chantal Groot,F,17,175,62,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Silver,NED,Netherlands
43136,Chantal Groot,F,21,175,62,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Bronze,NED,Netherlands
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,Gold,GER,Germany
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,Gold,GER,Germany
43151,Michael Gro,M,20,201,88,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Gold,FRG,Germany
43151,Michael Gro,M,20,201,88,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Silver,FRG,Germany
43151,Michael Gro,M,20,201,88,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Gold,FRG,Germany
43151,Michael Gro,M,20,201,88,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Silver,FRG,Germany
43151,Michael Gro,M,24,201,88,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Bronze,FRG,Germany
43151,Michael Gro,M,24,201,88,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Gold,FRG,Germany
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17,153,41,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver,RUS,Russia
43166,Gyula Grosics,M,26,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Gold,HUN,Hungary
43177,"Edwin T. Ed"""" Gross""""",M,15,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Silver,USA,USA
43196,Oreste Grossi,M,24,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Rowing,Silver,ITA,Italy
43208,William Percy Grosvenor,M,42,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Shooting,Silver,GBR,UK
43213,Kurt David Grote,M,22,188,82,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Gold,USA,USA
43218,Gisela Grothaus,F,17,164,58,West Germany,FRG,1972 Summer,1972,Summer,Munich,Canoeing,Silver,FRG,Germany
43238,Alan Geoffrey Grover,M,24,167,51,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Silver,AUS,Australia
43241,Madeline Groves,F,21,179,66,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Silver,AUS,Australia
43241,Madeline Groves,F,21,179,66,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Silver,AUS,Australia
43246,"Alexander John Alex"""" Groza""""",M,21,200,100,United States,USA,1948 Summer,1948,Summer,London,Basketball,Gold,USA,USA
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,20,163,63,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Shooting,Bronze,BUL,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,24,163,63,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Shooting,Bronze,BUL,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,28,163,63,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Shooting,Gold,BUL,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,32,163,63,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Shooting,Bronze,BUL,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,32,163,63,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Shooting,Gold,BUL,Bulgaria
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17,156,41,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gold,URS,Russia
43258,"Frederick Henry Freddie"""" Grubb""""",M,24,NA,76,England,GBR,1912 Summer,1912,Summer,Stockholm,Cycling,Silver,GBR,UK
43258,"Frederick Henry Freddie"""" Grubb""""",M,24,NA,76,England-1,GBR,1912 Summer,1912,Summer,Stockholm,Cycling,Silver,GBR,UK
43259,"Timothy John Tim"""" Grubb""""",M,30,170,55,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,Silver,GBR,UK
43284,Luka Grubor,M,26,198,102,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Gold,GBR,UK
43286,Sylwia Gruchaa,F,18,172,59,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,Silver,POL,Poland
43286,Sylwia Gruchaa,F,22,172,59,Poland,POL,2004 Summer,2004,Summer,Athina,Fencing,Bronze,POL,Poland
43288,Sandrine Gruda,F,25,193,83,France,FRA,2012 Summer,2012,Summer,London,Basketball,Silver,FRA,France
43290,Yelena Aleksandrovna Grudneva,F,18,NA,NA,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gold,EUN,Russia
43291,Jzef Grudzie,M,25,170,63,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Gold,POL,Poland
43291,Jzef Grudzie,M,29,170,63,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Silver,POL,Poland
43300,Hans Gruhne,M,27,193,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Gold,GER,Germany
43301,Gheorghe Gruia,M,31,192,90,Romania,ROU,1972 Summer,1972,Summer,Munich,Handball,Bronze,ROU,Romania
43310,mile Grumiaux,M,38,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Archery,Gold,FRA,France
43311,Gauthier Grumier,M,32,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Bronze,FRA,France
43311,Gauthier Grumier,M,32,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Gold,FRA,France
43333,Klaus Gruner,M,27,187,85,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Gold,GDR,Germany
43338,Martina Grunert (-Koch  -Abresch),F,19,162,57,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Silver,GDR,Germany
43340,"Ernest Ernie"""" Grunfeld""""",M,21,198,102,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Gold,USA,USA
43341,Emil Grnig,M,33,176,70,Switzerland,SUI,1948 Summer,1948,Summer,London,Shooting,Gold,SUI,Switzerland
43342,Klaus-Jrgen Grnke,M,25,172,73,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Cycling,Gold,GDR,Germany
43346,Mario Gruppioni,M,30,170,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Wrestling,Bronze,ITA,Italy
43347,Vitalie Gruac,M,23,176,72,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Boxing,Bronze,MDA,Moldova
43355,"William Oscar Guernesey Wille"""" Grut""""",M,33,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,London,Modern Pentathlon,Gold,SWE,Sweden
43357,Alfred Grtter,M,39,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,Gold,SUI,Switzerland
43357,Alfred Grtter,M,45,NA,NA,Switzerland,SUI,1906 Summer,1906,Summer,Athina,Shooting,Gold,SUI,Switzerland
43360,Stefan Grtzner,M,24,179,105,East Germany,GDR,1972 Summer,1972,Summer,Munich,Weightlifting,Bronze,GDR,Germany
43361,Stoyanka Gruycheva-Kurbatova,F,21,174,74,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Rowing,Gold,BUL,Bulgaria
43361,Stoyanka Gruycheva-Kurbatova,F,25,174,74,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Bronze,BUL,Bulgaria
43369,"David Mills Dave"""" Grylls""""",M,26,183,62,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Silver,USA,USA
43380,Jzef Grzesiak,M,23,182,75,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Bronze,POL,Poland
43390,Maja Corina Grnbek,F,29,180,74,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Gold,DEN,Denmark
43391,Christian Grnborg,M,26,183,93,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Gold,DEN,Denmark
43393,Sverre Grner,M,17,NA,NA,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Silver,NOR,Norway
43411,Gu Beibei,F,27,166,48,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Bronze,CHN,China
43412,Gu Bon-Gil,M,23,182,70,South Korea,KOR,2012 Summer,2012,Summer,London,Fencing,Gold,KOR,South Korea
43413,Gu Dae-Seong,M,31,183,82,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Bronze,KOR,South Korea
43418,Gu Ja-Cheol,M,23,182,83,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Bronze,KOR,South Korea
43423,Gu Jun,F,21,165,62,China-2,CHN,1996 Summer,1996,Summer,Atlanta,Badminton,Gold,CHN,China
43423,Gu Jun,F,25,165,62,China-2,CHN,2000 Summer,2000,Summer,Sydney,Badminton,Gold,CHN,China
43430,Gu Xiao,F,23,174,60,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Silver,CHN,China
43431,Gu Xiaoli,F,21,165,47,China,CHN,1992 Summer,1992,Summer,Barcelona,Rowing,Bronze,CHN,China
43435,Gu Yong-Jo,M,21,172,57,North Korea,PRK,1976 Summer,1976,Summer,Montreal,Boxing,Gold,PRK,North Korea
43450,Guan Weizhen,F,28,172,70,China-1,CHN,1992 Summer,1992,Summer,Barcelona,Badminton,Silver,CHN,China
43456,Gioacchino Guaragna,M,19,167,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,Gold,ITA,Italy
43456,Gioacchino Guaragna,M,24,167,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,Silver,ITA,Italy
43456,Gioacchino Guaragna,M,28,167,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,Gold,ITA,Italy
43466,Jorge Guardiola Hay,M,25,174,84,Spain,ESP,1988 Summer,1988,Summer,Seoul,Shooting,Bronze,ESP,Spain
43467,Josep Guardiola Sala,M,21,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Gold,ESP,Spain
43478,Lucie Guay,F,25,169,65,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,Bronze,CAN,Canada
43490,Ivan Gubijan,M,25,172,83,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Athletics,Silver,YUG,Serbia
43500,Gyrgy Guczoghy,M,18,171,66,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Bronze,HUN,Hungary
43505,Franziska Gude (-Lwe),F,28,165,62,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Gold,GER,Germany
43508,Bruno Gudelj,M,30,NA,NA,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Handball,Gold,CRO,Croatia
43512,"Tatiana Tania"""" Guderzo""""",F,23,160,55,Italy,ITA,2008 Summer,2008,Summer,Beijing,Cycling,Bronze,ITA,Italy
43521,Lyudmila Vasilyevna Gudz (Pazich-),F,22,NA,NA,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Bronze,EUN,Russia
43522,Daina Gudzineviit,F,34,178,76,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Shooting,Gold,LTU,Lithuania
43531,Raoul Pierre Gueguen,M,21,172,65,France,FRA,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Bronze,FRA,France
43550,Christophe Ren Marcel Gunot,M,29,178,74,France,FRA,2008 Summer,2008,Summer,Beijing,Wrestling,Bronze,FRA,France
43551,Steeve Franois Fabien Gunot,M,22,172,66,France,FRA,2008 Summer,2008,Summer,Beijing,Wrestling,Gold,FRA,France
43551,Steeve Franois Fabien Gunot,M,26,172,66,France,FRA,2012 Summer,2012,Summer,London,Wrestling,Bronze,FRA,France
43553,Anthonij Johannes Gupin,M,27,NA,NA,Willem-Six,NED,1924 Summer,1924,Summer,Paris,Sailing,Bronze,NED,Netherlands
43558,Steve Guerdat,M,26,182,70,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Equestrianism,Bronze,SUI,Switzerland
43558,Steve Guerdat,M,30,182,70,Switzerland,SUI,2012 Summer,2012,Summer,London,Equestrianism,Gold,SUI,Switzerland
43559,Michelle Guerette,F,27,180,77,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Silver,USA,USA
43563,Henri Gurin,M,43,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Fencing,Gold,FRA,France
43570,Evandro Motta Guerra,M,34,207,106,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Gold,BRA,Brazil
43587,Patricia Guerra Cabrera,F,27,181,69,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Gold,ESP,Spain
43589,Pietro Paolo Guerra,M,21,171,71,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Silver,ITA,Italy
43595,Belem Guerrero Mndez,F,30,160,58,Mexico,MEX,2004 Summer,2004,Summer,Athina,Cycling,Silver,MEX,Mexico
43598,Eduardo Guerrero,M,24,NA,NA,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Rowing,Gold,ARG,Argentina
43616,Andr Onsime Gaston Guerrier,M,49,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Bronze,FRA,France
43618,Giancarlo Guerrini,M,20,181,72,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Gold,ITA,Italy
43620,David Guest,M,26,177,75,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Bronze,AUS,Australia
43621,"Frederick Edward Freddie"""" Guest""""",M,48,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Polo,Bronze,GBR,UK
43622,Irene May Guest (-Loog),F,19,157,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Silver,USA,USA
43622,Irene May Guest (-Loog),F,19,157,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Gold,USA,USA
43623,"John Schofield Jack"""" Guest""""",M,22,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Rowing,Silver,CAN,Canada
43631,Ana Gabriela Guevara Espinoza,F,27,173,61,Mexico,MEX,2004 Summer,2004,Summer,Athina,Athletics,Silver,MEX,Mexico
43650,Henri Napolon Marie Maurice Gufflet,M,36,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Bronze,FRA,France
43650,Henri Napolon Marie Maurice Gufflet,M,36,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Silver,FRA,France
43651,Robert Gufflet,M,16,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Bronze,FRA,France
43651,Robert Gufflet,M,16,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Silver,FRA,France
43652,Edith Gufler,F,21,178,65,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Shooting,Silver,ITA,Italy
43662,Savino Guglielmetti,M,20,167,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gold,ITA,Italy
43662,Savino Guglielmetti,M,20,167,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gold,ITA,Italy
43669,Ronaldo Guiaro,M,22,186,77,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Bronze,BRA,Brazil
43670,Brigitte Guibal,F,29,170,58,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,Silver,FRA,France
43676,Rianne Dorian Guichelaar,F,24,174,63,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Gold,NED,Netherlands
43677,Pierre Guichot,M,21,182,70,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,Silver,FRA,France
43677,Pierre Guichot,M,29,182,70,France,FRA,1992 Summer,1992,Summer,Barcelona,Fencing,Bronze,FRA,France
43688,Carlette Denise Guidry-White (-Falkquay),F,23,168,50,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Gold,USA,USA
43688,Carlette Denise Guidry-White (-Falkquay),F,27,168,50,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Gold,USA,USA
43698,Michal Yves Robert Guigou,M,26,179,79,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Gold,FRA,France
43698,Michal Yves Robert Guigou,M,30,179,79,France,FRA,2012 Summer,2012,Summer,London,Handball,Gold,FRA,France
43698,Michal Yves Robert Guigou,M,34,179,79,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Silver,FRA,France
43700,Lucien Guiguet,M,26,177,67,France,FRA,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Bronze,FRA,France
43702,Rafael Guijosa Castillo,M,27,182,78,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Handball,Bronze,ESP,Spain
43702,Rafael Guijosa Castillo,M,31,182,78,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Bronze,ESP,Spain
43708,Leandro Marques Guilheiro,M,21,176,81,Brazil,BRA,2004 Summer,2004,Summer,Athina,Judo,Bronze,BRA,Brazil
43708,Leandro Marques Guilheiro,M,24,176,81,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Judo,Bronze,BRA,Brazil
43710,Guy Ren Jacques Guillabert,M,25,NA,NA,France,FRA,1956 Summer,1956,Summer,Melbourne,Rowing,Bronze,FRA,France
43716,Joseph Guillemot,M,20,160,55,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Gold,FRA,France
43716,Joseph Guillemot,M,20,160,55,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Silver,FRA,France
43728,Mario Omar Guilloti Gonzlez,M,22,164,67,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Boxing,Bronze,ARG,Argentina
43729,Fernand Guillou,M,22,180,78,France,FRA,1948 Summer,1948,Summer,London,Basketball,Silver,FRA,France
43741,Henrique Carlos Serra Azul Guimares,M,23,172,66,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Judo,Bronze,BRA,Brazil
43762,Humphrey Patrick Guinness,M,34,NA,NA,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Polo,Silver,GBR,UK
43763,"Heather Seymour Judy"""" Guinness Penn-Hughes (-Henning)""""",F,21,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Fencing,Silver,GBR,UK
43768,"Jacques Flix Jean Jean-Jacques"""" Guissart""""",M,24,NA,NA,France,FRA,1952 Summer,1952,Summer,Helsinki,Rowing,Silver,FRA,France
43769,Ren Jacques Guissart,M,27,NA,NA,France,FRA,1956 Summer,1956,Summer,Melbourne,Rowing,Bronze,FRA,France
43771,"Jacques Jack"""" Guittet""""",M,34,180,65,France,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,Bronze,FRA,France
43783,George Julius Gulack,M,27,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gold,USA,USA
43784,Mria Gulcsy (-Jrmy),F,27,165,64,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Fencing,Silver,HUN,Hungary
43787,Ingrid Gulbin-Engel-Krmer,F,17,158,56,Germany,GER,1960 Summer,1960,Summer,Roma,Diving,Gold,GER,Germany
43787,Ingrid Gulbin-Engel-Krmer,F,17,158,56,Germany,GER,1960 Summer,1960,Summer,Roma,Diving,Gold,GER,Germany
43787,Ingrid Gulbin-Engel-Krmer,F,21,158,56,Germany,GER,1964 Summer,1964,Summer,Tokyo,Diving,Gold,GER,Germany
43787,Ingrid Gulbin-Engel-Krmer,F,21,158,56,Germany,GER,1964 Summer,1964,Summer,Tokyo,Diving,Silver,GER,Germany
43795,Per Ziegler Gulbrandsen,M,22,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Rowing,Bronze,NOR,Norway
43796,Ragnhild ren Gulbrandsen,F,23,171,71,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Gold,NOR,Norway
43797,Solveig Ingersdatter Gulbrandsen (-Andreassen),F,19,170,61,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Gold,NOR,Norway
43806,Wolfgang Gldenpfennig,M,20,182,82,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Bronze,GDR,Germany
43806,Wolfgang Gldenpfennig,M,24,182,82,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Gold,GDR,Germany
43818,Zafar Safar ogly Guliyev,M,24,154,48,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Wrestling,Bronze,RUS,Russia
43819,Alejandra Laura Gulla,F,27,165,62,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Bronze,ARG,Argentina
43819,Alejandra Laura Gulla,F,31,165,62,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Bronze,ARG,Argentina
43832,Gary Gullock,M,26,188,85,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Silver,AUS,Australia
43834,Krista Guloien,F,32,177,73,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Silver,CAN,Canada
43847,Erzsbet Gulys-Kteles,F,23,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Gymnastics,Silver,HUN,Hungary
43847,Erzsbet Gulys-Kteles,F,27,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver,HUN,Hungary
